time;icache.misses;cpu/instructions;arith.fpu_div_active;mem_uops_retired.all_loads;mem_uops_retired.all_stores;branch_instruction_retired;Branch_Misses_Retired;mem_load_uops_retired.l1_miss;label
13.600000000000001;23000;485000000;6000;1100000;1100000;11000000;1027000;917000;1
13.700000000000001;23000;514000000;6000;1100000;1100000;11000000;1018000;944000;1
13.8;23000;500000000;6000;1100000;1100000;11000000;1050000;958000;1
13.9;23000;459000000;6000;1100000;1100000;11000000;1046000;983000;1
14.0;23000;471000000;6000;1100000;1100000;11000000;1039000;917000;1
14.100000000000001;23000;434000000;7000;1100000;1100000;11000000;1042000;981000;1
14.200000000000001;23000;423000000;6000;1100000;1100000;11000000;1030000;902000;1
14.3;23000;423000000;6000;1100000;1100000;11000000;1028000;964000;1
14.4;22000;441000000;6000;1100000;1100000;11000000;1052000;979000;1
14.5;24000;462000000;6000;1100000;1100000;11000000;1042000;922000;1
14.600000000000001;22000;449000000;6000;1100000;1100000;11000000;1062000;974000;1
14.700000000000001;23000;463000000;6000;1100000;1100000;11000000;1034000;903000;1
14.8;22000;447000000;6000;1100000;1100000;11000000;1055000;971000;1
14.9;22000;536000000;6000;1100000;1100000;11000000;1025000;975000;1
15.0;24000;472000000;6000;1100000;1100000;11000000;1032000;923000;1
15.100000000000001;23000;469000000;6000;1100000;1100000;11000000;1055000;982000;1
15.200000000000001;22000;486000000;6000;1100000;1100000;11000000;1020000;922000;1
15.3;22000;468000000;6000;1100000;1100000;10990000;1048000;983000;1
15.4;23000;469000000;7000;1100000;1100000;11000000;1052000;962000;1
15.5;22000;475000000;6000;1100000;1100000;11000000;1032000;937000;1
15.600000000000001;22000;447000000;6000;1100000;1100000;10980000;1048000;972000;1
15.700000000000001;23000;457000000;6000;1100000;1100000;11000000;1033000;913000;1
15.8;22000;435000000;6000;1100000;1100000;11000000;1060000;972000;1
15.9;23000;554000000;6000;1100000;1100000;10970000;997000;858000;1
16.0;21000;610000000;6000;1100000;1100000;11000000;968000;959000;1
16.1;24000;670000000;6000;1100000;1100000;11000000;897000;986000;1
16.2;23000;630000000;6000;1100000;1100000;11000000;984000;985000;1
16.3;21000;534000000;6000;1100000;1100000;11000000;1027000;1008000;1
16.400000000000002;20000;662000000;6000;1100000;1100000;11000000;756000;779000;1
16.5;22000;595000000;5000;1100000;1100000;11000000;1011000;966000;1
16.6;23000;548000000;6000;1100000;1100000;11000000;1011000;976000;1
16.7;23000;506000000;6000;1100000;1100000;11000000;1041000;990000;1
16.8;22000;455000000;6000;1100000;1100000;11000000;1046000;889000;1
16.900000000000002;23000;435000000;6000;1100000;1100000;10990000;1049000;969000;1
17.0;23000;437000000;7000;1100000;1100000;11000000;1059000;892000;1
17.1;23000;428000000;6000;1100000;1100000;10990000;1050000;980000;1
17.2;23000;452000000;6000;1100000;1100000;11000000;1053000;902000;1
